,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
417,1023276676443791687,https://www.airbnb.com/rooms/1023276676443791687,20241109184856,2024-11-09,city scrape,Villa Montcalm: Prestige & Confort au Vieux-Québec,"Immerse yourself in the luxury of Villa Montcalm and create unforgettable memories in the heart of Quebec City. This property has everything to offer an upscale, comfortable and elegant experience, while being close to everything that renowned Old Quebec has to offer.<br /><br />Book your stay now and enter a world where historical grandeur meets modern elegance.<br /><br />CITQ #: 313625","Stay at the gates of Old Quebec, an iconic neighborhood steeped in history in the heart of the city.<br /><br />Stroll through its cobblestone streets, lined with picturesque buildings with colorful facades. Visit the famous Plains of Abraham, witnessing historical battles, and explore the majestic Château Frontenac that dominates the urban landscape. Art lovers will enjoy local art galleries, while food lovers can enjoy the refined cuisine of renowned restaurants. <br /><br />With picturesque shops, lively street shows, and stunning views of the St. Lawrence River, Old Quebec offers an unforgettable experience, steeped in culture and timeless charm.<br /><br />Beyond the tourist attractions offered by nearby Old Quebec, a wealth of cultural experiences — from bookstores and theater to museums, cinema and art galleries — is a short walk from the Villa. Epicureans will be delighted by the proximity of a selection of renowned restaurants, all within walking distance.",https://a0.muscache.com/pictures/miso/Hosting-1023276676443791687/original/0f3f3211-99b6-4f1d-9db5-0a4eb13a79f0.jpeg,384571162,https://www.airbnb.com/users/show/384571162,Mikael,2021-01-14,"Québec City, Canada",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-384571162/original/4dc9ee55-9863-48b1-98c8-0c71c6e610b6.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-384571162/original/4dc9ee55-9863-48b1-98c8-0c71c6e610b6.png?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,Neighborhood highlights,Montcalm,,46.80076,-71.22884,Entire townhouse,Entire home/apt,8,2.0,2 baths,4.0,4.0,"[""Heating - split type ductless system"", ""Extra pillows and blankets"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Private backyard \u2013 Fully fenced"", ""Essentials"", ""Cleaning available during stay"", ""Smoke alarm"", ""Stainless steel oven"", ""Barbecue utensils"", ""Self check-in"", ""Bathtub"", ""Fire pit"", ""Free parking on premises \u2013 2 spaces"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Piano"", ""Hot water"", ""Private patio or balcony"", ""Hangers"", ""Garden view"", ""Baking sheet"", ""Refrigerator"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Room-darkening shades"", ""Dedicated workspace"", ""Keypad"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""TV"", ""Indoor fireplace"", ""Microwave"", ""Dishwasher"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Electric stove""]",$799.00,31,124,31,31,1125,1125,31.0,1125.0,,t,0,0,0,131,2024-11-09,7,7,0,2024-07-15,2024-08-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"313625, expires: 2025-05-22",t,1,1,0,0,1.78
419,1037742121369009847,https://www.airbnb.com/rooms/1037742121369009847,20241109184856,2024-11-09,city scrape,The Cozy Country Den with parking,"Discover our comfortable two-bedroom unit located in the heart of St-Joseph Street, a stone's throw from the city's best restaurants and within walking distance of Old Quebec! The apartment is at the rear of the building. So there is no noise coming from the street.<br />Owners available, impeccable service and professional housekeeping.",,https://a0.muscache.com/pictures/miso/Hosting-1037742121369009847/original/30462314-1d38-4c54-b551-d90171c5b297.jpeg,41655499,https://www.airbnb.com/users/show/41655499,Alexandre,2015-08-16,"Québec, Canada","Bonjour !
Je suis un entrepreneur passionné qui adore voyager et recevoir. Je pense que ce sont les petites choses qui font la différence. Au plaisir :)",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/2b4e54dd-e5b6-4193-9c36-383893b0c474.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2b4e54dd-e5b6-4193-9c36-383893b0c474.jpg?aki_policy=profile_x_medium,,4,9,"['email', 'phone', 'work_email']",t,t,,Saint-Roch,,46.81349,-71.2287,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Ethernet connection"", ""Extra pillows and blankets"", ""Freezer"", ""Smart lock"", ""Patio or balcony"", ""Hot water kettle"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Clothing storage"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Free parking garage on premises \u2013 1 space"", ""Coffee"", ""Bed linens"", ""Dishes and silverware"", ""Outdoor dining area"", ""Crib"", ""Hot water"", ""Mosquito net"", ""Hangers"", ""BBQ grill"", ""Iron"", ""Refrigerator"", ""Outdoor furniture"", ""Room-darkening shades"", ""Air conditioning"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",$123.00,1,365,1,2,365,365,1.9,365.0,,t,17,43,68,168,2024-11-09,59,59,7,2023-12-10,2024-11-08,4.78,4.88,4.69,4.92,4.98,4.73,4.78,"296008, expires: 2024-11-09",t,4,4,0,0,5.27
420,1040506252531536754,https://www.airbnb.com/rooms/1040506252531536754,20241109184856,2024-11-09,previous scrape,The Experience - Old Quebec - Private Roof Top,"ENJOY the OLD QUEBEC EXPERIENCE. In the heart of the old town, enjoy a roof terrace with views of the Castle.  Possibility of 5 bedrooms located in an ancestral building. (The number of rooms increases depending on the number of guests. 6 guests = 3 bedrooms) ONLY ONE GROUP AT THE SAME TIME. Located within 5 minutes of Château Frontenac, this place will charm you. Free underground parking (1.80 meters) is available just a few minutes' walk away.",,https://a0.muscache.com/pictures/hosting/Hosting-1040506252531536754/original/02518a57-28bc-4dd3-9030-cab3ebba55c4.jpeg,549751826,https://www.airbnb.com/users/show/549751826,Antoine,2023-12-06,,,within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-549751826/original/0ae037b2-185b-468a-a82c-af9515d76fbf.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-549751826/original/0ae037b2-185b-468a-a82c-af9515d76fbf.png?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Vieux-Québec/Cap-Blanc/Colline parlementaire,,46.81337,-71.20448,Entire rental unit,Entire home/apt,14,,4 baths,5.0,,"[""Radiant heating"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Essentials"", ""Pocket wifi"", ""Smoke alarm"", ""Stainless steel oven"", ""Self check-in"", ""Bathtub"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Dishes and silverware"", ""First aid kit"", ""Long term stays allowed"", ""Hot water"", ""Indoor fireplace: electric"", ""Private patio or balcony"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Outdoor furniture"", ""Air conditioning"", ""Room-darkening shades"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""TV"", ""Lockbox"", ""Microwave"", ""Shower gel"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",,2,1125,2,2,1125,1125,2.0,1125.0,,t,22,43,73,163,2024-11-09,17,17,2,2023-12-30,2024-10-14,4.29,4.41,4.71,4.82,4.59,5.0,4.29,"123550, expires: 2024-11-30T20:47:20Z",f,1,1,0,0,1.61
426,43803856,https://www.airbnb.com/rooms/43803856,20241109184856,2024-11-09,city scrape,G101 - Lofts de la Gare - Par Les Lofts Vieux-QC,"Located in the hundred-year-old Gare du Palais, Les Lofts de la Gare offers you a one-of-a-kind experience in Lower Québec City. Built in 1915 and designated as a heritage railway station in 1992, la Gare du Palais is a true château-style architectural gem that inevitably recalls the imposing Château Frontenac and Manège Militaire (Armoury).<br />Right next to the Old Port of Québec, it allows you to explore its adorable streets and visit its countless traditional shops and restaurants","Les Lofts de la Gare are very centrally located in Old Québec, which allows you to explore then retreat in your cosy and quiet apartment. It is very easy to get a taxi with a station just outside the door. It is the perfect stay if you are leaving early or arriving late on the train or bus as the entrance to your apartment is in the station.<br />From there, you can walk within 10 minutes to Petit Champlain and Place Royale, where the European explorers first settled in 1608.<br />Reach the Chateau Frontenac within 20 minutes walk and explore the surrounding streets filled with history.<br />Shop and dine on rue St-Joseph, just a few minutes away. Dozens of amazing restaurants are within walking distance.",https://a0.muscache.com/pictures/2a5b057a-7e82-48f1-8e3c-7e4c98a38ef8.jpg,23693320,https://www.airbnb.com/users/show/23693320,Reception From Lofts Vieux-Québec,2014-11-13,"Quebec City, Canada","The leader in vacation rental apartments in Québec City. We opened our first location in 2015 with the Lofts St-Joseph, a 18-unit building situated in the very vibrant neighborhood of St-Roch. We now have beautiful and cosy Lofts in all of Quebec’s neighborhoods with over a dozen locations that include more than 120 vacation apartments.
We are changing the hospitality business by offering short term rental apartments that suit the needs of today’s travellers with fully furnished kitchens, multiple bedrooms units and living room to sit back and relax.
Les Lofts Vieux-Québec offers you the possibility to experience and visit Québec City with the comfort of your own home.
Make sure to check our different locations or contact us for any questions.",,,,,https://a0.muscache.com/im/pictures/user/aaa626e5-94ed-4d2e-991f-109593469cf1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/aaa626e5-94ed-4d2e-991f-109593469cf1.jpg?aki_policy=profile_x_medium,,209,216,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Vieux-Québec/Cap-Blanc/Colline parlementaire,,46.81779,-71.21379,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,4.0,"[""Extra pillows and blankets"", ""Patio or balcony"", ""Fire extinguisher"", ""Single level home"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Crib"", ""Hot water"", ""TV with standard cable"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Keypad"", ""Hair dryer"", ""Stove"", ""Paid parking on premises"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen"", ""Wifi"", ""Shampoo""]",$276.00,31,1125,1,1,1125,1125,1.0,1125.0,,t,13,27,57,308,2024-11-09,23,7,0,2020-06-20,2024-09-13,4.39,4.43,4.61,4.39,4.39,4.57,4.35,"298261, expires: 2025-08-31",f,66,63,3,0,0.43
429,1134142112383630663,https://www.airbnb.com/rooms/1134142112383630663,20241109184856,2024-11-09,city scrape,"Condo branché St-Roch,au coeur de Québec,2 ch,1sdb","Be our guest at our Beautiful Modern and Trendy Condo on the 2nd floor. Our condo is in the heart of the action and located close to everything. Parking is included with your rental, you will find it pleasant to walk to the most beautiful discoveries of Old Quebec. It will be a sure wish. In addition to offering you a zen & relaxed atmosphere within the condo. Enjoy your stay!","In the heart of Quebec City as well as all the action, it's a sure wish!",https://a0.muscache.com/pictures/miso/Hosting-1134142112383630663/original/634d0b66-7f14-4c08-b278-78f377e2715d.jpeg,564381432,https://www.airbnb.com/users/show/564381432,Jacques,2024-02-27,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/58b7e1f0-7e3d-493e-a1a1-f475924370e4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/58b7e1f0-7e3d-493e-a1a1-f475924370e4.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Saint-Roch,,46.81387,-71.22855,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Freezer"", ""Smart lock"", ""Oven"", ""Essentials"", ""Smoke alarm"", ""Laundromat nearby"", ""Self check-in"", ""Clothing storage"", ""Bathtub"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Dishes and silverware"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Sound system"", ""Baking sheet"", ""Refrigerator"", ""Air conditioning"", ""Room-darkening shades"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",$200.00,2,29,2,6,29,29,2.1,29.0,,t,13,26,56,320,2024-11-09,5,5,0,2024-07-09,2024-09-25,5.0,4.8,5.0,5.0,5.0,4.6,4.8,"296288, expires: 2025-05-14",t,1,1,0,0,1.21
436,1181044981989470088,https://www.airbnb.com/rooms/1181044981989470088,20241109184856,2024-11-09,city scrape,Chez Éric - 3 bedrooms - free parking - NEW Design,"Check out this spacious, fully redecorated condo, set in a vibrant neighborhood! With 3 bedrooms, it has all the comforts you need. Enjoy air conditioning, two private balconies, and free underground parking. Fully equipped, this place is perfect for a pleasant and relaxing stay. Book now for an unforgettable experience!<br />New upcoming photos",,https://a0.muscache.com/pictures/hosting/Hosting-1181044981989470088/original/ee0d1c36-a206-4c55-957e-1e78901c27bd.jpeg,55588409,https://www.airbnb.com/users/show/55588409,Elise,2016-01-21,"Québec City, Canada","J’adore voyager! En tant qu’invité ce que j’aime est de m’imprégner de la culture locale de l’endroit. Donc en tant qu’hôte nous souhaitons faire vivre la même expérience à nos invités. C’est pourquoi nos propriétés sont choisies méticuleusement selon la localisation, la qualité de l’hébergement et l’expérience globale.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/da19e6c7-d5db-466a-b67d-ec5a8873e97a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/da19e6c7-d5db-466a-b67d-ec5a8873e97a.jpg?aki_policy=profile_x_medium,,7,9,"['email', 'phone', 'work_email']",t,t,,Saint-Sauveur,,46.81235,-71.23241,Entire rental unit,Entire home/apt,8,1.0,1 bath,3.0,5.0,"[""High chair"", ""Conditioner"", ""Baby monitor"", ""Extra pillows and blankets"", ""Window guards"", ""Elevator"", ""Freezer"", ""Pack \u2019n play/Travel crib"", ""Children\u2019s books and toys"", ""Patio or balcony"", ""Fire extinguisher"", ""Hot water kettle"", ""Gym"", ""Single level home"", ""Blender"", ""Oven"", ""Dryer"", ""Essentials"", ""Fast wifi \u2013 68 Mbps"", ""Portable fans"", ""Smoke alarm"", ""Laundromat nearby"", ""Barbecue utensils"", ""Self check-in"", ""Clothing storage"", ""Bathtub"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Free parking on premises"", ""Hot water"", ""Mosquito net"", ""Game console"", ""BBQ grill"", ""Iron"", ""Refrigerator"", ""Exercise equipment"", ""Room-darkening shades"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Children\u2019s dinnerware"", ""Dedicated workspace"", ""Outdoor furniture"", ""Keypad"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Dining table"", ""Sun loungers"", ""Cleaning products"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen"", ""Shampoo""]",$152.00,2,365,2,3,365,365,2.3,365.0,,t,15,29,52,293,2024-11-09,37,37,8,2024-07-04,2024-11-03,4.95,5.0,4.89,4.95,4.89,4.76,4.81,"297611, expires: 2025-04-30",t,6,6,0,0,8.6
445,1207221145027926704,https://www.airbnb.com/rooms/1207221145027926704,20241109184856,2024-11-09,city scrape,1CH Queen + Divan-lit + Wifi + TV Intelligente,"Welcome to our beautiful apartment la BAMBA!<br /><br />Air-conditioned, located in the heart of Quebec City, in the vibrant Vieux Limoilou district. <br /><br />- A large bright bedroom equipped with a queen bed;<br />- Comfortable living room with sofa bed and smart TV<br /><br />This nicely decorated apartment has it all. Are you on vacation for families or with friends? The sofa bed offers an extra bed for two people.<br /><br />Book your stay now:)",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIwNzIyMTE0NTAyNzkyNjcwNA%3D%3D/original/9bb79785-994a-4597-b750-f4e4ce2de7fb.jpeg,398819528,https://www.airbnb.com/users/show/398819528,Sylvain,2021-04-26,"Québec City, Canada","Je suis spécialisé dans la location touristiques à travers la province de Québec.

Les voyageurs à la recherche d’un endroit bien situé pourront profiter de ce condos exceptionnels et y vivre une expérience des plus inoubliables !

N'hésitez pas à communiquer avec nous pour toutes questions ou commentaires.

L'on vous souhaite un agréable séjour :)",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-398819528/original/261f37cd-4596-4fef-930b-9fdb44386d48.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-398819528/original/261f37cd-4596-4fef-930b-9fdb44386d48.jpeg?aki_policy=profile_x_medium,,11,12,"['email', 'phone']",t,t,,Maizerets,,46.84185,-71.22802,Entire rental unit,Entire home/apt,8,1.0,1 bath,1.0,1.0,"[""High chair"", ""AC - split type ductless system"", ""Crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Board games"", ""Freezer"", ""Hot water kettle"", ""Oven"", ""Essentials"", ""Other electric stove"", ""Portable fans"", ""Smoke alarm"", ""Bathtub"", ""Body soap"", ""Ceiling fan"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Dishes and silverware"", ""Long term stays allowed"", ""Hot water"", ""Private patio or balcony"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Children\u2019s dinnerware"", ""Hair dryer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Dining table"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",$80.00,2,31,1,2,31,31,2.0,31.0,,t,29,59,89,362,2024-11-09,24,24,6,2024-08-08,2024-11-03,4.54,4.79,4.71,4.96,4.63,4.63,4.58,"318991, expires: 2025-07-03",t,9,9,0,0,7.66
446,1214466296144615529,https://www.airbnb.com/rooms/1214466296144615529,20241109184856,2024-11-09,city scrape,Condo haut de gamme dans Saint-Jean-Baptiste,"This high-end condo-style home with a lot of cachet. Located a short walk from the Capitol and the old fortifications of Old Quebec, this accommodation has a small parking lot for small  cars. Life in this accommodation is peaceful and guests must respect the tranquility of other tenants.",The accommodation is located in the Quartier Saint Jean-Baptiste close to rue Saint-Jean,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIxNDQ2NjI5NjE0NDYxNTUyOQ%3D%3D/original/3751f4f1-d5d6-4c35-8fb1-d313c4abd3a0.jpeg,593741858,https://www.airbnb.com/users/show/593741858,Mélanie,2024-08-02,"Québec City, Canada",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-593741858/original/3b9ee46d-9749-4668-8e27-02845ed76fba.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-593741858/original/3b9ee46d-9749-4668-8e27-02845ed76fba.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Saint-Jean-Baptiste,,46.81227,-71.21969,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,2.0,"[""Free carport on premises \u2013 1 space"", ""Free street parking"", ""Freezer"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Oven"", ""Dryer"", ""Essentials"", ""Coffee maker: drip coffee maker"", ""Portable fans"", ""Smoke alarm"", ""Bathtub"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water"", ""Luggage dropoff allowed"", ""Private patio or balcony"", ""Mosquito net"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Air conditioning"", ""Room-darkening shades"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Paid parking garage off premises"", ""Microwave"", ""Dishwasher"", ""Shower gel"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",$110.00,1,365,1,2,365,365,1.4,365.0,,t,13,22,52,202,2024-11-09,10,10,7,2024-09-29,2024-11-05,4.9,4.8,4.9,4.9,4.8,4.8,4.6,"309490, expires: 2025-08-31",t,1,1,0,0,7.14
449,1237034951975885546,https://www.airbnb.com/rooms/1237034951975885546,20241109184856,2024-11-09,city scrape,Maison familiale de luxe !,"This luxurious 4 bedroom house, with 2.5 bathrooms equipped with home automation, offers you all the comforts you need for an unforgettable stay. Enjoy its huge living room, its terrace with plancha to cook alfresco, and its vast grounds with swimming pool. Close to the highway and all services, this home also has an outdoor gas fireplace and patio heater for cool evenings. The perfect place to relax for families or groups of friends.",,https://a0.muscache.com/pictures/miso/Hosting-1237034951975885546/original/4532e241-ed93-411c-bff0-abc1129d462b.jpeg,150332612,https://www.airbnb.com/users/show/150332612,Alexandre,2017-09-12,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/0b2f8d41-961c-49aa-ba18-3d4849eee5b1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0b2f8d41-961c-49aa-ba18-3d4849eee5b1.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Des Châtels,,46.84735,-71.39174,Entire cottage,Entire home/apt,9,2.5,2.5 baths,4.0,5.0,"[""Children's playroom"", ""Exterior security cameras on property"", ""Conditioner"", ""EV charger - level 2"", ""Extra pillows and blankets"", ""Shared backyard"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Private entrance"", ""Hot water kettle"", ""Blender"", ""Other electric stove"", ""Single oven"", ""Smoke alarm"", ""Laundromat nearby"", ""Self check-in"", ""Clothing storage"", ""Bathtub"", ""Life size games"", ""Body soap"", ""Fire pit"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Pool"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Sound system"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""BBQ grill"", ""Room-darkening shades"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Bidet"", ""Dedicated workspace"", ""Keypad"", ""Hair dryer"", ""Washer"", ""TV"", ""Indoor fireplace"", ""Microwave"", ""Dishwasher"", ""Outdoor playground"", ""Shower gel"", ""Coffee maker"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Sun loungers"", ""Kitchen"", ""Wifi"", ""Shampoo""]",$389.00,2,14,2,3,1125,1125,2.0,1125.0,,t,26,39,39,39,2024-11-09,2,2,1,2024-10-07,2024-10-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"318885, expires: 2025-06-19",t,1,1,0,0,1.76
450,1242645606922315748,https://www.airbnb.com/rooms/1242645606922315748,20241109184856,2024-11-09,city scrape,Magnifique maison de ville!,"Our house is located in the heart of the popular and lively Saint-Sauveur district in downtown Quebec City. Built 7 years ago, it has 9-foot ceilings and is perfectly laid out. Close to many parks, restaurants, shops, grocery stores, etc.  It is perfect for families who value comfort and are looking for temporary accommodation in Quebec City.",,https://a0.muscache.com/pictures/miso/Hosting-1242645606922315748/original/5831b401-b069-4b70-8235-bc8f2eaaa28a.jpeg,4281045,https://www.airbnb.com/users/show/4281045,Martin,2012-11-29,"Québec City, Canada",Hello I'm Martin 3D animator teacher in a College located in Quebec City. ,,,,f,https://a0.muscache.com/im/pictures/user/6a511772-0d81-486e-9206-45c4b868d007.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6a511772-0d81-486e-9206-45c4b868d007.jpg?aki_policy=profile_x_medium,,2,4,"['email', 'phone', 'work_email']",t,t,,Saint-Sauveur,,46.81302,-71.23709,Entire home,Entire home/apt,6,1.5,1.5 baths,4.0,4.0,"[""Exterior security cameras on property"", ""Freezer"", ""Rice maker"", ""Fire extinguisher"", ""Smoke alarm"", ""Barbecue utensils"", ""Fire pit"", ""Wine glasses"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Piano"", ""Free parking on premises"", ""BBQ grill"", ""Refrigerator"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Stove"", ""Washer"", ""TV"", ""Indoor fireplace"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Cooking basics"", ""Kitchen"", ""Wifi""]",$198.00,31,365,31,31,365,365,31.0,365.0,,t,0,7,37,107,2024-11-09,0,0,0,,,,,,,,,,,f,2,2,0,0,
