,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1005,647119864746196859,https://www.airbnb.com/rooms/647119864746196859,20241109184856,2024-11-09,city scrape,Logement de luxe avec stationnement sur place,"Relax and relax at this quiet and stylish home.<br />This accommodation has several amenities including a TV, stove, washer-dryer, microwave, fridge, coffee maker, fan, beautiful quality bedding, comfortable beds for a soothing sleep and more...<br />This property is located in a quiet area for a relaxing stay.<br />My visitors are my priority.<br />I look forward to welcoming you.",,https://a0.muscache.com/pictures/miso/Hosting-51619448/original/7c968716-9681-48be-ba84-5df6b07b7c66.jpeg,262862180,https://www.airbnb.com/users/show/262862180,Sim,2019-05-19,"Québec City, Canada",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/724b8f1c-8609-4c6e-ad5f-7509eaed864e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/724b8f1c-8609-4c6e-ad5f-7509eaed864e.jpg?aki_policy=profile_x_medium,,3,6,"['email', 'phone']",t,t,,Saint-Émile,,46.8813,-71.33402,Entire vacation home,Entire home/apt,6,1.0,1 bath,2.0,2.0,"[""Conditioner"", ""Extra pillows and blankets"", ""Free street parking"", ""Private entrance"", ""Oven"", ""Dryer"", ""Essentials"", ""Cleaning available during stay"", ""Portable fans"", ""Smoke alarm"", ""Babysitter recommendations"", ""Self check-in"", ""Clothing storage"", ""Bathtub"", ""Body soap"", ""Heating"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free parking on premises"", ""Crib"", ""Hot water"", ""Backyard"", ""Baby bath"", ""TV with standard cable"", ""Hangers"", ""Luggage dropoff allowed"", ""Iron"", ""Refrigerator"", ""Room-darkening shades"", ""Dedicated workspace"", ""Bidet"", ""Children\u2019s dinnerware"", ""Keypad"", ""Hair dryer"", ""Stove"", ""Washer"", ""Microwave"", ""Coffee maker"", ""Shower gel"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",$60.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,44,74,349,2024-11-09,15,10,0,2022-06-19,2024-09-28,4.2,4.07,4.4,4.73,4.4,4.53,4.2,"316899, expires: 2024-12-11",t,3,3,0,0,0.51
1006,647558939268788258,https://www.airbnb.com/rooms/647558939268788258,20241109184856,2024-11-09,city scrape,Le Superbe 1 chambre - CITQ 309980,Enjoy the stylish atmosphere of this home in the center of everything.,"Saint-Roch is one of the oldest suburbs in Quebec City. In 1692, the Reglieux Order of the Recollets had built on the shore of the Saint-Charles River a chapel dedicated to Saint Roch de Montpellier, but which will be destroyed during the War of 1754. Possibly, this hermitage will give its name to Rue Saint-Roch, then to the faubourg, the parish, and finally to the neighborhood of the same name. You'll find plenty of activities there.  <br />Let yourself be poisoned by the Saint-Roch district, theater, concerts, shows, pubs, gastronomic experiences, craftsmen, near parks and gardens to stroll and relax at your leisure.<br />Served by public transport, close to the Gare du Palais train station.  <br />Free public parking from 9pm to 9am.<br />A neighborhood adapted to the ecological trends of today's life.",https://a0.muscache.com/pictures/miso/Hosting-647558939268788258/original/345e5213-e48f-4076-ac79-978dc0745cb5.jpeg,453835000,https://www.airbnb.com/users/show/453835000,Anne,2022-04-11,"Quebec City, Canada",Nous serons heureux de vous accueillir dans notre tout nouveau condo au coeur de la ville de Québec.  ,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/eb77bf9a-7f68-46dc-95d5-ff0f49da36d3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eb77bf9a-7f68-46dc-95d5-ff0f49da36d3.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,Neighborhood highlights,Saint-Roch,,46.81561,-71.21881,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""LG stainless steel electric stove"", ""Shared gym in building"", ""Extra pillows and blankets"", ""Clothing storage: closet and dresser"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Elevator"", ""Exercise equipment: elliptical, stationary bike, treadmill, yoga mat"", ""Fire extinguisher"", ""Hot water kettle"", ""Single level home"", ""Oven"", ""Essentials"", ""55 inch HDTV"", ""Smoke alarm"", ""Self check-in"", ""Coffee maker: Keurig coffee machine"", ""Fire pit"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Shared BBQ grill: gas"", ""Free parking garage on premises \u2013 1 space"", ""City skyline view"", ""Bed linens"", ""Dishes and silverware"", ""Long term stays allowed"", ""Outdoor dining area"", ""Hot water"", ""Mosquito net"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Keypad"", ""Hair dryer"", ""Fast wifi \u2013 364 Mbps"", ""Outdoor kitchen"", ""Central air conditioning"", ""Shared patio or balcony"", ""Microwave"", ""Dishwasher"", ""Shared indoor pool - available seasonally, open specific hours, heated"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Shampoo""]",$98.00,2,365,2,2,365,365,2.0,365.0,,t,25,52,79,79,2024-11-09,73,41,5,2022-07-26,2024-10-28,4.75,4.74,4.81,4.84,4.95,4.47,4.63,"309980, expires: 2025-04-30",t,4,4,0,0,2.61
1009,902320912277310303,https://www.airbnb.com/rooms/902320912277310303,20241109184856,2024-11-09,city scrape,Heritage Home in Old Town (1500 sf),"Located inside the UNESCO designated Historic District of Old Quebec, the home has scenic views of the old Port, St. Lawrence River and mountains. <br /><br />Spacious 1500 square feet apartment built during the British Empire in the early 1800s, with high ceilings and most of its original architectural beauty.<br /><br />Good size balcony to enjoy the view on warm summer days. A nice private patio facing south. <br /><br />Free parking on premises for one (sometimes two) small to mid size vehicles such as minivans and SUVs.","The home is in one of the best areas of Old Quebec. It is a quiet, peaceful area with beautiful historic homes, all within a few minutes of bustling streets such as St-Jean, St-Paul, St-Louis and major attractions.",https://a0.muscache.com/pictures/miso/Hosting-902320912277310303/original/f69c6450-920f-4dbf-af4e-424e8533033d.jpeg,17126019,https://www.airbnb.com/users/show/17126019,Christian,2017-02-13,"Québec City, Canada",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/92b74bba-bd36-402e-9d00-7b2257fcdb2c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/92b74bba-bd36-402e-9d00-7b2257fcdb2c.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone']",t,t,Neighborhood highlights,Vieux-Québec/Cap-Blanc/Colline parlementaire,,46.81574084220176,-71.2071131232788,Entire rental unit,Entire home/apt,8,2.0,2 baths,3.0,5.0,"[""Marina view"", ""Ethernet connection"", ""Radiant heating"", ""River view"", ""Conditioner"", ""Extra pillows and blankets"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Rice maker"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Blender"", ""Essentials"", ""Cleaning available during stay"", ""Crib - available upon request"", ""Coffee maker: drip coffee maker, french press, Nespresso"", ""Portable fans"", ""Single oven"", ""Smoke alarm"", ""Frigidaire electric stove"", ""Self check-in"", ""Clothing storage"", ""Body soap"", ""EV charger - level 1"", ""Ceiling fan"", ""Wine glasses"", ""Toaster"", ""Fireplace guards"", ""Bed linens"", ""Coffee"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Long term stays allowed"", ""Hot water"", ""Luggage dropoff allowed"", ""Private patio or balcony"", ""Hangers"", ""Baking sheet"", ""Iron"", ""55 inch HDTV with Netflix, standard cable"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Room-darkening shades"", ""Free driveway parking on premises \u2013 1 space"", ""Dedicated workspace"", ""Children\u2019s dinnerware"", ""Mini fridge"", ""Keypad"", ""Hair dryer"", ""Sun loungers"", ""Microwave"", ""Portable air conditioning"", ""Dishwasher"", ""Shower gel"", ""Drying rack for clothing"", ""Booster seat high chair - available upon request"", ""Cleaning products"", ""Cooking basics"", ""Mountain view"", ""Kitchen"", ""Dining table"", ""Wifi"", ""Shampoo""]",$296.00,3,14,1,4,1125,1125,3.0,1125.0,,t,6,8,31,213,2024-11-09,75,53,6,2023-07-27,2024-10-31,4.87,4.81,4.67,4.96,4.96,5.0,4.88,"309792, expires: 2025-07-11",t,3,3,0,0,4.77
1014,1039031761330807220,https://www.airbnb.com/rooms/1039031761330807220,20241109184856,2024-11-09,city scrape,Gorgeous 3 Bedroom 2-floor Old Quebec Townhouse,"Welcome to this exquisite 2 story apartment nestled in the heart of Old Quebec City. This beautifully renovated historical building filled with rustic charm offers 3 bedrooms, 2 bathrooms and plenty of living space and a kitchen is equipped with all the essentials.<br /><br />Situated on a cute street, the rental offers easy access to all major attractions in Old Quebec City and everything is within close proximity and easy access to a free nearby parking facility.<br />Citq Registration number 009085","Situated on a cute street, the rental offers easy access to all major attractions in Old Quebec City and everything is within close proximity and easy access to a free nearby parking facility.",https://a0.muscache.com/pictures/prohost-api/Hosting-1039031761330807220/original/2db92178-05f0-42c4-a9c9-67f9605f2986.jpeg,284998802,https://www.airbnb.com/users/show/284998802,Manoir,2019-08-12,,,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/3c11ae94-a9fe-4523-90f9-766b517c83e6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3c11ae94-a9fe-4523-90f9-766b517c83e6.jpg?aki_policy=profile_x_medium,,19,20,"['email', 'phone']",t,t,Neighborhood highlights,Vieux-Québec/Cap-Blanc/Colline parlementaire,,46.811439,-71.21053789999999,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,3.0,"[""Exterior security cameras on property"", ""Smart lock"", ""Free driveway parking on premises"", ""Fire extinguisher"", ""Hot water kettle"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Bathtub"", ""Body soap"", ""Heating"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Microwave"", ""Coffee maker"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",$470.00,3,21,1,3,21,21,2.9,21.0,,t,8,12,27,296,2024-11-09,42,42,1,2023-12-17,2024-10-10,4.93,4.98,4.98,4.76,4.9,5.0,4.88,"009085, expires: 2025-01-30",t,18,13,5,0,3.83
1015,887735836710019517,https://www.airbnb.com/rooms/887735836710019517,20241109184856,2024-11-09,city scrape,Initial | Matisse | Quebec+park+pool,"Give yourself an amazing and unobstructed view of the town and the mountains. Enjoy all the amenities of the city in this 2 bedroom apartment, a pool, rooftop terrace, outdoor fireplace and indoor parking. This is the perfect place to enjoy what the city has to offer. <br /><br />CITQ 310961<br /><br />Indoor garage max height 6 feet 9 inches. Parking is tight, so not large vehicles","Saint-Roch is overflowing with restaurants, bars, and shops all trendy than each other! You'll find my recommendations.",https://a0.muscache.com/pictures/miso/Hosting-887735836710019517/original/d1e81fae-8a64-4031-851e-bfb682bd3f95.jpeg,19909639,https://www.airbnb.com/users/show/19909639,Louis,2014-08-12,"Quebec City, Canada","On a grandi dans des  familles ou recevoir était naturel. Quand il y en a pour 5, il y en a pour 6, répétait ma mère. La porte ouverte et le cœur accueillant. 
 
Chez nous, le chalet était un lieu sacré, un 600 pi2 qui pouvait recevoir autant de personne que notre cœur était prêt à en recevoir. 
 
Recevoir simplement. Accueillir chaleureusement. Partager et s’unir pour mieux grandir. 
 
Et puis, en grandissant, recevoir n’était plus simplement naturel, c’était nécessaire.
Alors du haut de nos valeurs les plus sincères, on en a fait un métier: 
 
Rendre des lieux d’évasion entre ville et montagne accessibles et accueillants pour rassembler et partager. 
 
Aujourd’hui notre grande famille compte 40 établissements dans lesquels se multiplient les souvenirs. ",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-19909639/original/64c85439-d1c2-4dd3-af76-3f7a7df1975d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-19909639/original/64c85439-d1c2-4dd3-af76-3f7a7df1975d.jpeg?aki_policy=profile_x_medium,,97,145,"['email', 'phone']",t,t,Neighborhood highlights,Saint-Roch,,46.8149233,-71.21969299999999,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Central heating"", ""Shared gym in building"", ""Exterior security cameras on property"", ""Crib - always at the listing"", ""Elevator"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Free residential garage on premises \u2013 1 space"", ""50 inch HDTV with Disney+"", ""Fire extinguisher"", ""Hot water kettle"", ""Single level home"", ""Oven"", ""Essentials"", ""Fast wifi \u2013 407 Mbps"", ""Smoke alarm"", ""Barbecue utensils"", ""Self check-in"", ""Fire pit"", ""Shared BBQ grill: gas"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Pool"", ""Dishes and silverware"", ""First aid kit"", ""High chair - always at the listing"", ""Outdoor dining area"", ""Hot water"", ""Mosquito net"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Exercise equipment"", ""Air conditioning"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Outdoor furniture"", ""Keypad"", ""Bionature body soap"", ""Hair dryer"", ""Stove"", ""Washer"", ""Coffee maker: Nespresso"", ""Shared patio or balcony"", ""Microwave"", ""Dishwasher"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Shampoo""]",$148.00,1,1125,1,2,1,1125,1.9,863.9,,t,18,42,72,337,2024-11-09,46,35,3,2023-06-24,2024-10-27,4.76,4.83,4.91,4.8,4.91,4.43,4.59,"310961, expires: 2025-09-22",t,50,50,0,0,2.73
1016,25769965,https://www.airbnb.com/rooms/25769965,20241109184856,2024-11-09,city scrape,Loft a Few Steps from the Plains of Abraham,"This loft is equipped with a fully fitted kitchen, including a refrigerator, stove, microwave oven, dishwasher, pressure coffee maker, and electric blender. Everything you need for cooking, from utensils to cutlery, through dishes, glasses, placemats, a corkscrew, and many other accessories, is at your disposal to facilitate your stay.","Grande-Allée:<br /><br />Nicknamed the Champs Élysées of Quebec, Grande-Allée is famous for its numerous restaurants, bars, and terraces. It’s a nightlife hub where one can find legendary establishments such as:<br /><br />Le Patio du Festibière: A new festive & casual bar on Grande-Allée. A typically local spot that’s unpretentious with an unmatched atmosphere! THE place for those who love to enjoy the best of summer all year round!<br />Le Dagobert: A historic multi-story nightclub.<br />Les Voûtes de Napoléon: A singer-songwriter bar to enjoy Quebec folk music.<br />L’Atelier: A chic restaurant-bar known for its mixology.<br />Faite à l’os: Master of the grill, Faite à l’os offers the typical American barbecue experience.<br />Plains of Abraham:<br /><br />A historic site that was the scene of the battle between the French and the English in 1759. Today, it’s a large park where one can stroll, picnic, and enjoy cultural events.<br /><br />Old Quebec:<br /><br />Accessible via the Sa",https://a0.muscache.com/pictures/372f5750-40f8-4338-bc16-f9a9eb9f7402.jpg,191178320,https://www.airbnb.com/users/show/191178320,Michael,2018-05-23,"Québec City, Canada",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-191178320/original/c711a1c7-f0cb-49a5-9d43-a96e5dee789b.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-191178320/original/c711a1c7-f0cb-49a5-9d43-a96e5dee789b.png?aki_policy=profile_x_medium,,14,14,"['email', 'phone']",t,t,Neighborhood highlights,Vieux-Québec/Cap-Blanc/Colline parlementaire,,46.804447174072266,-71.21942901611328,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Fire extinguisher"", ""Private entrance"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""City skyline view"", ""Long term stays allowed"", ""Dishes and silverware"", ""Outdoor dining area"", ""Hot water"", ""Backyard"", ""Hangers"", ""BBQ grill"", ""Refrigerator"", ""Iron"", ""Outdoor furniture"", ""Air conditioning"", ""Dedicated workspace"", ""Keypad"", ""Hair dryer"", ""Stove"", ""Paid parking on premises"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",$133.00,1,365,1,2,365,1125,1.4,370.2,,t,20,31,59,313,2024-11-09,9,1,1,2018-07-02,2024-10-16,4.89,4.78,4.67,4.89,4.89,4.89,4.67,"266335, expires: 2025-05-31",t,14,14,0,0,0.12
1019,11999256,https://www.airbnb.com/rooms/11999256,20241109184856,2024-11-09,city scrape,Les Immeubles Charlevoix -  1174 - CITQ 244801,480 sq. ft. condo located on the third floor of an entirely renovated Old Port building. The classic and urban decor of this lovely condo is enhanced by the charm of an antique faux brick fireplace.<br /><br />CITQ :244801,"Tourist area. <br /><br />Near: <br />Restaurants, boutiques, antique shops <br />Civilisation Museum <br />Old Port Farmers' Market <br />Petit Champlain area <br />Old Quebec <br />Gare du Palais (bus and train station) <br />Bike paths",https://a0.muscache.com/pictures/miso/Hosting-11999256/original/2e9185ff-cb47-48bd-93b4-3318ba536fa8.jpeg,34462857,https://www.airbnb.com/users/show/34462857,Les Immeubles Charlevoix Courtier,2015-05-28,"Baie-Saint-Paul, Canada",,within an hour,96%,99%,t,https://a0.muscache.com/im/pictures/user/8571f86e-1640-48c5-bf7e-eb9407c8edd6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8571f86e-1640-48c5-bf7e-eb9407c8edd6.jpg?aki_policy=profile_x_medium,,73,108,"['email', 'phone']",t,t,Neighborhood highlights,Vieux-Québec/Cap-Blanc/Colline parlementaire,,46.81689835,-71.20480347,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Fire extinguisher"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""TV with standard cable"", ""Hangers"", ""Refrigerator"", ""Iron"", ""Air conditioning"", ""Keypad"", ""Hair dryer"", ""Stove"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen"", ""Wifi"", ""Shampoo""]",$157.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,21,39,69,340,2024-11-09,62,9,0,2016-06-11,2024-09-02,4.69,4.76,4.89,4.65,4.47,4.94,4.68,"244801, expires: 2024-12-31",t,64,49,0,0,0.61
1020,648546416247916388,https://www.airbnb.com/rooms/648546416247916388,20241109184856,2024-11-09,city scrape,Loft 1 Bati Crib dowtown Quebec,"Comfort like home is what awaits you at Bati Crib. Whether your stay is short, medium or long, a home away from home is what awaits you at the luxurious, fully equipped Bati Crib urban lofts. <br />Along the shores of the Saint-Charles River is Victoria Park, an urban oasis where vacationers flock to soak up the sun. For the sports enthusiasts out there, you'll enjoy playing tennis, volleyball, soccer or simply keep exploring the gorgeous city of Quebec on the beautiful bike paths.<br />CITQ no. 310996",,https://a0.muscache.com/pictures/miso/Hosting-648546416247916388/original/b59b56e0-77fa-4e08-9a0d-c2a6de9c2203.jpeg,464084998,https://www.airbnb.com/users/show/464084998,Sao,2022-06-13,"Québec City, Canada","À mes yeux la meilleure façon de découvrir une ville est en y vivant comme quelqu’un de local. C’est dans cette optique que lors de mes voyages je laisse mon logement à disposition des voyageurs du monde entier, alors : pourquoi pas vous ?  :)

Pas d’inquiétude, même si je ne suis pas présent lors de vos réservations, Exode Bnb, à laquelle j’ai confié la gestion de mon logement, saura rendre votre séjour aussi agréable que possible!

Sao.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/6d613a95-4f38-46bb-9e1a-dbae2ce41c72.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6d613a95-4f38-46bb-9e1a-dbae2ce41c72.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,,Saint-Roch,,46.81236,-71.23035,Entire loft,Entire home/apt,3,1.0,1 bath,0.0,2.0,"[""Free parking on premises \u2013 1 space"", ""Radiant heating"", ""Exterior security cameras on property"", ""Free dryer \u2013 In building"", ""Free washer \u2013 In building"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Patio or balcony"", ""Fire extinguisher"", ""Private entrance"", ""Oven"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Air conditioning"", ""Dedicated workspace"", ""Children\u2019s dinnerware"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""Paid parking on premises"", ""TV"", ""Lockbox"", ""Microwave"", ""Dishwasher"", ""Dining table"", ""Drying rack for clothing"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Electric stove""]",$82.00,2,365,1,2,365,365,2.0,365.0,,t,24,54,84,176,2024-11-09,121,73,8,2022-08-07,2024-11-03,4.84,4.88,4.88,4.88,4.93,4.59,4.74,"310996, expires: 2025-01-09",t,4,4,0,0,4.39
1021,1150929491113756297,https://www.airbnb.com/rooms/1150929491113756297,20241109184856,2024-11-09,city scrape,* cosy loft in a great location,"This special place is close to everything, making it easy to plan your visit to old Quebec , downtown or the congress center.<br />Small kitchenette to prepare or reheat basic meals.<br />Please note that the bed is in a loft area where the space is limited. one could sit there but not stand.<br />Parking is included in the booking which is a lifesaver in this part of town , however it is off premises (3 blocks away).",,https://a0.muscache.com/pictures/miso/Hosting-1150929491113756297/original/57f80147-5b90-4698-9d57-be82009af2a6.jpeg,576192288,https://www.airbnb.com/users/show/576192288,Joshua,2024-05-06,,,within an hour,100%,100%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,['phone'],f,t,,Saint-Jean-Baptiste,,46.81083,-71.21969,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""HDTV with Netflix"", ""Radiant heating"", ""Free parking on premises"", ""Window AC unit"", ""Hot water"", ""Smoke alarm"", ""Wifi""]",$75.00,1,28,1,1,28,28,1.0,28.0,,t,12,20,20,20,2024-11-09,50,50,6,2024-05-17,2024-10-24,4.72,4.88,4.82,4.8,4.72,4.76,4.8,"317323, expires: 2025-04-11",t,1,1,0,0,8.47
1022,14682662,https://www.airbnb.com/rooms/14682662,20241109184856,2024-11-09,city scrape,Les Immeubles Charlevoix - 760610,"The splendid view of the city, from its French balcony, enhances beautifully the urban decor of this luxurious 700 sq. ft. condo. Harmony and well-being will define your stay here. Abundant floor-to-ceiling (10.5 ft.) windows. Located on the sixth floor of a brand new building, a few steps from Old Quebec.","Boutiques, restaurants, artisanal bakeries, gourmet food stores and liquor store (SAQ) <br />Tourist activities, Summer Music Festival, Quebec Winter Carnival <br />Old Quebec <br />Plains of Abraham <br />Grande-Allée nightlife <br />Concert halls (Le Capitole, Palais Montcalm, Grand Théâtre de Québec) <br />Quebec Convention Centre <br />Parliament and government buildings",https://a0.muscache.com/pictures/359fec3a-df56-4d3b-9e2b-f3202ff59354.jpg,34462857,https://www.airbnb.com/users/show/34462857,Les Immeubles Charlevoix Courtier,2015-05-28,"Baie-Saint-Paul, Canada",,within an hour,96%,99%,t,https://a0.muscache.com/im/pictures/user/8571f86e-1640-48c5-bf7e-eb9407c8edd6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8571f86e-1640-48c5-bf7e-eb9407c8edd6.jpg?aki_policy=profile_x_medium,,73,108,"['email', 'phone']",t,t,Neighborhood highlights,Saint-Jean-Baptiste,,46.81230164,-71.2161026,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Building staff"", ""Elevator"", ""Gym"", ""Fire extinguisher"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Hangers"", ""Refrigerator"", ""Iron"", ""Air conditioning"", ""Hair dryer"", ""Stove"", ""Paid parking on premises"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",$157.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,27,51,81,337,2024-11-09,60,14,3,2019-06-16,2024-10-28,4.72,4.78,4.88,4.65,4.65,4.97,4.53,"279646, expires: 2024-12-31",t,64,49,0,0,0.91
